City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
349,Ulaangom,49.9811,92.0667,68.02,45,89,7.94,MN,overcast clouds
350,Vagur,61.4732,-6.8119,44.15,87,100,23.69,FO,light rain
351,Nadym,65.5333,72.5167,40.39,60,0,18.84,RU,clear sky
352,Payson,40.0444,-111.7321,54.3,57,75,14.97,US,broken clouds
353,Oshakati,-17.7833,15.6833,51.82,28,0,7.63,NA,clear sky
354,Natal,-5.795,-35.2094,75.85,100,0,3.44,BR,clear sky
355,Governador Valadares,-18.8511,-41.9494,70.65,80,64,2.53,BR,broken clouds
356,Hervey Bay,-25.2986,152.8535,67.37,70,100,8.86,AU,overcast clouds
357,Norden,53.6,7.2,48.96,72,100,9.73,DE,overcast clouds
358,Annau,37.8876,58.516,62.1,45,0,6.91,TM,clear sky
359,Sesheke,-17.4759,24.2968,54.91,63,0,6.31,ZM,clear sky
360,Cortez,37.3489,-108.5859,68.76,23,40,23.02,US,haze
361,Nome,64.5011,-165.4064,53.17,92,75,6.91,US,mist
362,Buraydah,26.326,43.975,82.85,13,8,6.6,SA,clear sky
363,Armizonskoye,55.9461,67.6736,50.81,81,63,8.68,RU,broken clouds
364,Merauke,-8.4667,140.3333,81.43,68,72,9.06,ID,broken clouds
365,Estelle,29.8458,-90.1067,84.99,57,0,6.91,US,clear sky
366,San Carlos De Bariloche,-41.1456,-71.3082,28.15,74,40,4.61,AR,scattered clouds
367,Toamasina,-18.1667,49.3833,64.4,94,20,5.75,MG,few clouds
368,Camana,-16.6228,-72.7111,62.87,84,28,7.45,PE,scattered clouds
369,Srednekolymsk,67.45,153.6833,59.49,40,65,11.05,RU,broken clouds
370,Port Hedland,-20.3167,118.5667,66.25,100,100,12.66,AU,light rain
371,Palu,-0.8917,119.8707,84.43,61,98,1.32,ID,overcast clouds
372,Kirakira,-10.4544,161.9205,84.78,70,39,6.24,SB,scattered clouds
373,Hopelchen,19.7667,-89.85,81.03,62,98,6.29,MX,overcast clouds
374,Salalah,17.0151,54.0924,84.29,74,75,6.91,OM,broken clouds
375,Le Port,-20.9373,55.2919,71.6,60,56,8.7,RE,broken clouds
376,Colomba,14.7167,-91.7333,74.97,97,99,3.38,GT,overcast clouds
377,Brus Laguna,15.75,-84.4833,75.34,96,100,4.14,HN,overcast clouds
378,Hella,67.2,14.4333,53.74,71,14,18.41,NO,few clouds
379,Kozhva,65.1073,57.0459,51.71,65,100,4.7,RU,overcast clouds
380,Pemba,-12.974,40.5178,74.1,94,75,11.79,MZ,broken clouds
381,Nguru,12.8791,10.4526,86.27,9,1,6.76,NG,clear sky
382,Germantown,39.1732,-77.2717,77.52,67,10,2.62,US,clear sky
383,Sayyan,15.1718,44.3244,61.66,37,9,3.11,YE,clear sky
384,Alyangula,-13.8483,136.4192,80.58,62,27,2.21,AU,scattered clouds
385,Ahipara,-35.1667,173.1667,67.21,82,42,9.84,NZ,scattered clouds
386,Jalu,29.0331,21.5482,79.18,31,0,8.81,LY,clear sky
387,Margate,51.3813,1.3862,48.31,78,23,1.01,GB,few clouds
388,Cockburn Town,21.4612,-71.1419,78.76,73,40,17.27,TC,scattered clouds
389,Pochutla,15.7432,-96.4661,75.81,93,100,3.56,MX,overcast clouds
390,Siderno,38.2779,16.302,66.34,66,0,9.44,IT,clear sky
391,Panaba,21.2833,-88.2667,79.0,71,57,10.54,MX,broken clouds
392,Kattivakkam,13.2167,80.3167,84.29,83,94,11.95,IN,overcast clouds
393,Ilo,-17.6394,-71.3375,62.24,81,39,7.49,PE,scattered clouds
394,Bintulu,3.1667,113.0333,81.01,88,20,2.3,MY,few clouds
395,Aksu,41.1231,80.2644,68.27,45,100,25.55,CN,overcast clouds
396,Taloqan,36.7361,69.5345,64.99,43,0,3.83,AF,clear sky
397,Meridian,43.6121,-116.3915,53.38,75,100,20.71,US,light rain
398,Esperance,-33.8667,121.9,59.49,66,100,14.38,AU,overcast clouds
399,Kabompo,-13.5927,24.2008,53.53,69,0,4.81,ZM,clear sky
400,Pontes E Lacerda,-15.2261,-59.3353,77.99,57,54,2.71,BR,broken clouds
401,Acapulco,16.8634,-99.8901,82.22,74,100,10.36,MX,overcast clouds
402,Sampit,-2.5333,112.95,82.69,74,96,2.48,ID,overcast clouds
403,Novovorontsovka,47.5004,33.9175,60.57,89,15,12.1,UA,few clouds
404,Dalvik,65.9702,-18.5286,44.53,49,85,1.3,IS,overcast clouds
405,Cayenne,4.9333,-52.3333,81.09,1,75,3.0,GF,broken clouds
406,Vazante,-17.9869,-46.9078,62.35,47,0,1.57,BR,clear sky
407,San Quintin,30.4833,-115.95,63.25,76,0,20.67,MX,clear sky
408,Changji,44.0167,87.3167,68.79,45,0,2.24,CN,clear sky
409,Akyab,20.15,92.9,81.68,84,92,7.67,MM,overcast clouds
410,Viransehir,37.2353,39.7631,76.33,31,0,6.15,TR,clear sky
411,Damoh,23.8333,79.45,89.74,35,0,8.37,IN,clear sky
412,Altay,47.8667,88.1167,63.88,70,100,4.07,CN,overcast clouds
413,Tazovskiy,67.4667,78.7,36.64,73,86,16.02,RU,overcast clouds
414,Sergeyevka,53.88,67.4158,59.54,65,4,4.65,KZ,clear sky
415,Bourail,-21.5667,165.4833,78.78,67,61,3.96,NC,broken clouds
416,Grants,35.1473,-107.8514,75.43,9,0,17.27,US,clear sky
417,Ahmadpur Sial,30.6754,71.7483,85.98,30,0,11.72,PK,clear sky
418,Rio Grande,-32.035,-52.0986,46.94,75,88,12.3,BR,overcast clouds
419,Chicama,-7.8447,-79.1469,61.34,82,31,6.89,PE,scattered clouds
420,Yarim,14.298,44.3779,58.55,57,20,0.4,YE,few clouds
421,Tilichiki,60.4667,166.1,38.08,94,97,2.39,RU,overcast clouds
422,Mount Gambier,-37.8333,140.7667,47.5,92,100,9.04,AU,overcast clouds
423,Heze,35.2431,115.4411,80.98,23,100,10.07,CN,overcast clouds
424,Harsin,34.2721,47.5861,56.21,53,0,3.51,IR,clear sky
425,Sola,-13.8833,167.55,88.47,74,20,2.3,VU,few clouds
426,Atbasar,51.8,68.3333,66.27,66,0,5.03,KZ,clear sky
427,Sorland,67.667,12.6934,48.06,87,40,11.97,NO,scattered clouds
428,Rio Gallegos,-51.6226,-69.2181,41.05,65,40,17.27,AR,scattered clouds
429,Maltahohe,-24.8333,16.9833,43.5,62,0,11.72,NA,clear sky
430,Dwarka,22.2394,68.9678,80.96,80,80,18.79,IN,broken clouds
431,Umm Lajj,25.0213,37.2685,81.21,53,0,10.16,SA,clear sky
432,Hofn,64.2539,-15.2082,46.62,72,0,4.76,IS,clear sky
433,Kruglolesskoye,44.6589,42.8142,59.85,80,2,2.57,RU,clear sky
434,Halifax,44.6453,-63.5724,66.09,61,2,4.61,CA,clear sky
435,Guanaja,16.4,-85.9,81.95,83,69,28.79,HN,broken clouds
436,Xiamen,24.4798,118.0819,86.05,74,20,4.47,CN,few clouds
437,Araouane,18.9048,-3.5265,92.01,19,10,11.16,ML,clear sky
438,Voi,-3.3945,38.563,66.11,90,9,5.55,KE,clear sky
439,Tianpeng,30.9866,103.9393,74.71,62,100,3.91,CN,overcast clouds
440,Jackson,42.4165,-122.8345,64.27,47,75,13.8,US,broken clouds
441,Kiama,-34.6833,150.8667,59.25,66,79,3.0,AU,broken clouds
442,Zambezi,-13.5432,23.1047,53.37,71,0,3.4,ZM,clear sky
443,Komsomolskiy,40.4272,71.7189,59.72,63,87,9.22,UZ,overcast clouds
444,Ishikari,43.2397,141.3539,64.26,63,20,3.44,JP,few clouds
445,Odweyne,9.4092,45.064,73.96,57,100,12.55,SO,overcast clouds
446,Naryan-Mar,67.6713,53.087,49.35,61,3,13.0,RU,clear sky
447,Les Herbiers,46.8667,-1.0167,46.11,87,3,10.98,FR,clear sky
448,East London,-33.0153,27.9116,56.82,62,14,23.38,ZA,light rain
449,Lithakia,37.7167,20.8333,63.77,86,5,3.44,GR,clear sky
450,Kozlovka,55.8428,48.2492,43.95,88,43,6.76,RU,scattered clouds
451,Tsiroanomandidy,-18.7667,46.0333,63.18,67,94,2.82,MG,overcast clouds
452,Harer,9.3094,42.1258,55.96,85,34,3.11,ET,scattered clouds
453,Martinez,38.0194,-122.1341,82.02,36,0,13.8,US,clear sky
454,Jurm,36.8648,70.8342,55.8,69,3,0.76,AF,clear sky
455,Lompoc,34.6391,-120.4579,76.57,64,0,28.99,US,clear sky
456,Bira,49.0,132.4667,53.58,99,100,4.88,RU,overcast clouds
457,Venezuela,8.0,-66.0,86.43,49,92,6.17,VE,overcast clouds
458,Kaili,-3.4626,120.2147,73.98,73,76,1.28,ID,broken clouds
459,Nabire,-3.3667,135.4833,76.21,90,100,5.79,ID,overcast clouds
460,Douentza,14.9951,-2.9517,95.7,26,4,8.77,ML,clear sky
461,Kaabong,3.4836,34.1492,62.69,90,100,3.62,UG,light rain
462,Anjozorobe,-18.4,47.8667,53.58,93,73,6.67,MG,broken clouds
463,Hambantota,6.1241,81.1185,77.34,100,40,3.44,LK,scattered clouds
464,Sorong,-0.8833,131.25,80.87,77,100,1.66,ID,overcast clouds
465,Novoagansk,61.9449,76.6625,52.14,50,100,14.54,RU,overcast clouds
466,Elat,29.5581,34.9482,82.24,28,0,11.5,IL,clear sky
467,Astana,51.1801,71.446,57.15,67,0,6.71,KZ,clear sky
468,Chateau-Gontier,47.8333,-0.7,48.36,93,0,7.49,FR,clear sky
469,Fallon,39.4735,-118.7774,64.27,17,0,19.57,US,clear sky
470,Sao Filipe,14.8961,-24.4956,75.34,79,1,7.65,CV,clear sky
471,Puerto Leguizamo,-0.1934,-74.7819,71.8,97,71,0.4,CO,broken clouds
472,Vostok,46.4856,135.8833,65.35,46,77,6.98,RU,broken clouds
473,Hof,50.3167,11.9167,41.45,93,75,1.01,DE,broken clouds
474,Najran,17.4924,44.1277,74.05,16,2,3.47,SA,clear sky
475,Ancud,-41.8697,-73.8203,42.73,80,78,4.25,CL,broken clouds
476,Port Elizabeth,-33.918,25.5701,52.09,87,75,9.22,ZA,broken clouds
477,Usinsk,65.9939,57.5281,50.23,48,5,16.58,RU,clear sky
478,Pasni,25.2631,63.471,80.6,89,5,10.47,PK,clear sky
479,Izumo,35.3667,132.7667,75.15,56,100,1.14,JP,light rain
480,Vangaindrano,-23.35,47.6,66.16,89,90,4.68,MG,overcast clouds
481,Araripina,-7.5761,-40.4983,69.51,87,96,5.14,BR,overcast clouds
482,San Rafael Del Sur,11.8485,-86.4384,74.37,83,100,2.66,NI,overcast clouds
483,Kidal,18.4411,1.4078,92.05,18,36,7.16,ML,scattered clouds
484,Jaumave,23.4167,-99.3833,79.61,51,100,3.49,MX,overcast clouds
485,Castelo Do Piaui,-5.3222,-41.5525,75.81,61,31,3.29,BR,scattered clouds
486,Gobabis,-22.45,18.9667,48.78,45,0,9.24,NA,clear sky
487,Anadyr,64.75,177.4833,50.5,57,20,6.71,RU,few clouds
488,Lapao,-11.3833,-41.8319,68.05,65,0,6.69,BR,clear sky
489,Kelvington,52.1667,-103.5343,49.64,98,100,8.57,CA,light rain
490,Arawa,-6.2132,155.5367,86.27,60,98,5.28,PG,overcast clouds
491,Concarneau,47.875,-3.9225,50.79,85,0,10.45,FR,clear sky
492,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,72.93,99,100,1.59,BR,light rain
493,Tanabe,33.7333,135.3667,74.93,70,75,3.44,JP,moderate rain
494,Albolote,37.2309,-3.6551,62.11,71,0,11.5,ES,clear sky
495,Tucuman,-26.8241,-65.2226,51.8,93,100,4.61,AR,mist
496,Bemidji,47.4736,-94.8803,70.56,94,100,10.36,US,overcast clouds
497,Sabang,5.8933,95.3214,82.62,78,100,19.84,ID,overcast clouds
498,Raga,8.4596,25.678,71.51,80,99,3.18,SS,overcast clouds
499,Balabac,7.9868,117.0645,84.06,69,55,4.14,PH,broken clouds
500,Alaca,40.1683,34.8425,61.75,61,4,2.66,TR,clear sky
501,Ambilobe,-13.2,49.05,65.43,81,9,4.79,MG,clear sky
502,Danville,36.586,-79.395,77.38,75,0,0.0,US,clear sky
503,Otjiwarongo,-20.4637,16.6477,55.06,33,5,13.91,NA,clear sky
504,Wanning,18.8003,110.3967,85.12,76,19,6.78,CN,few clouds
505,Togul,53.465,85.9128,59.83,71,1,10.2,RU,clear sky
506,Muisne,0.6,-80.0333,75.83,88,96,9.01,EC,overcast clouds
507,Brawley,32.9787,-115.5303,97.05,15,0,11.5,US,clear sky
508,Kushiro,42.975,144.3747,59.95,55,40,16.11,JP,scattered clouds
509,Magadi,12.9667,77.2333,71.76,84,88,7.23,IN,overcast clouds
510,Klaksvik,62.2266,-6.589,43.72,96,100,23.8,FO,overcast clouds
511,Presov,49.1667,21.25,48.43,89,100,1.99,SK,overcast clouds
512,Rahden,52.4333,8.6167,48.45,88,99,4.36,DE,overcast clouds
513,Ostersund,63.1792,14.6357,43.25,100,75,5.75,SE,broken clouds
514,Ingham,42.6,-84.3833,76.23,57,0,10.36,US,clear sky
515,Atherton,53.5237,-2.4935,51.42,81,100,2.75,GB,overcast clouds
516,Taltal,-25.4,-70.4833,58.71,79,97,4.07,CL,overcast clouds
517,Nelson Bay,-32.7167,152.15,58.1,72,28,1.01,AU,scattered clouds
518,Fatehpur,25.9333,80.8,92.3,30,5,4.83,IN,clear sky
519,Mindelo,16.8901,-24.9804,72.95,78,20,17.27,CV,few clouds
520,Nevel,56.0209,29.9284,42.15,97,39,4.79,RU,scattered clouds
521,San Jeronimo,-11.9472,-75.2829,46.87,82,19,3.18,PE,few clouds
522,Damietta,31.4165,31.8133,73.29,71,0,3.98,EG,clear sky
523,Boa Vista,2.8197,-60.6733,82.38,65,0,5.75,BR,clear sky
524,Bartica,6.4,-58.6167,77.32,99,35,2.53,GY,scattered clouds
525,Semaria,24.3073,79.9718,90.99,34,11,9.08,IN,few clouds
526,Buchanan,5.8808,-10.0467,77.07,89,100,3.76,LR,light rain
527,Celestun,20.8667,-90.4,81.64,74,98,11.92,MX,overcast clouds
528,Castle Rock,39.3722,-104.8561,61.9,59,77,10.0,US,broken clouds
529,Henties Bay,-22.116,14.2845,55.04,90,0,6.69,NA,clear sky
530,Vanimo,-2.6741,141.3028,83.84,74,100,2.08,PG,overcast clouds
531,Brainerd,46.358,-94.2008,75.45,64,75,8.05,US,broken clouds
532,Muravlenko,63.7898,74.523,44.38,49,21,20.04,RU,few clouds
533,Progreso,21.2833,-89.6667,85.1,78,98,9.69,MX,overcast clouds
534,Alta Floresta,-9.8756,-56.0861,76.33,59,73,2.53,BR,broken clouds
535,Tukrah,32.5341,20.5791,67.66,83,0,1.23,LY,clear sky
536,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,87,75,8.95,RU,broken clouds
537,Verkhnyaya Maksakovka,61.635,50.9674,50.18,93,100,4.47,RU,light intensity shower rain
538,Kalmunai,7.4167,81.8167,79.32,76,100,6.85,LK,overcast clouds
539,Kota Belud,6.351,116.4305,84.76,59,24,1.45,MY,few clouds
540,Tulum,20.2167,-87.4667,75.56,89,46,8.16,MX,scattered clouds
541,Gambela,8.25,34.5833,69.84,97,100,2.26,ET,overcast clouds
542,Shenzhen,22.5455,114.0683,85.21,94,97,4.27,CN,overcast clouds
543,Botwood,49.1499,-55.3482,48.38,84,0,5.41,CA,clear sky
544,Ca Mau,9.1769,105.15,82.6,80,100,7.02,VN,overcast clouds
545,Tena,-0.9833,-77.8167,69.91,92,72,2.93,EC,light rain
546,Kazachinskoye,57.6953,93.2761,60.26,65,100,9.13,RU,overcast clouds
547,Amapa,1.0,-52.0,71.82,98,89,1.66,BR,overcast clouds
548,Chabahar,25.2919,60.643,81.91,88,0,9.48,IR,clear sky
549,Bonfim,3.0833,-59.95,77.94,75,8,3.87,BR,clear sky
550,Honiara,-9.4333,159.95,86.38,67,34,5.97,SB,scattered clouds
551,Ilulissat,69.2167,-51.1,35.62,80,12,4.61,GL,few clouds
552,La Macarena,2.1837,-73.7849,71.24,98,97,1.86,CO,overcast clouds
553,Skjervoy,70.0311,20.9714,42.8,72,36,8.97,NO,scattered clouds
554,General Roca,-39.0333,-67.5833,37.62,44,0,8.9,AR,clear sky
555,Lensk,60.7253,114.9278,59.56,32,89,3.42,RU,overcast clouds
556,Marienburg,54.0359,19.0266,53.11,93,100,5.12,PL,overcast clouds
557,Three Hills,51.7001,-113.2686,61.99,36,99,18.41,CA,overcast clouds
558,Lisakovsk,52.5369,62.4936,61.56,83,4,3.74,KZ,clear sky
559,Prado,-17.3411,-39.2208,70.27,94,27,3.6,BR,scattered clouds
560,Severobaykalsk,55.65,109.3167,46.58,53,4,7.0,RU,clear sky
561,Iqaluit,63.7506,-68.5145,31.73,86,75,2.3,CA,broken clouds
562,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.39,88,84,3.96,BR,broken clouds
563,Guaira,-20.3183,-48.3106,67.33,54,22,5.14,BR,few clouds
564,Sterling,39.0062,-77.4286,77.59,68,20,5.75,US,few clouds
565,Guarapuava,-25.3953,-51.4581,59.65,98,72,6.26,BR,broken clouds
566,Orlovskiy,46.8714,42.0592,62.58,69,0,3.22,RU,clear sky
567,Carmelo,-33.9892,-58.2856,43.11,56,0,7.94,UY,clear sky
568,Port-Cartier,50.0334,-66.8654,55.62,67,1,6.29,CA,clear sky
569,Kendari,-3.945,122.4989,80.17,82,92,2.37,ID,overcast clouds
570,Nassau,40.7507,-73.5829,70.83,71,0,8.05,US,clear sky
571,San Isidro,-12.1167,-77.05,65.01,77,40,9.22,PE,scattered clouds
572,Wanxian,30.8039,108.3897,74.66,89,100,1.25,CN,overcast clouds
573,Ust-Kulom,61.6864,53.6902,47.89,97,100,5.48,RU,light rain
574,Iskateley,67.6803,53.1512,49.3,60,2,13.02,RU,clear sky
575,Puerto Maldonado,-12.6,-69.1833,73.83,87,41,1.14,PE,scattered clouds
576,Cabangahan,9.0781,122.9469,80.38,80,92,5.23,PH,overcast clouds
577,Emba,48.8264,58.1442,63.73,51,1,3.29,KZ,clear sky
578,Marsa Matruh,31.3525,27.2453,79.0,15,0,6.91,EG,clear sky
579,Dengzhou,37.8086,120.7508,63.52,66,0,10.71,CN,clear sky
580,Ust-Maya,60.4167,134.5333,56.16,62,100,11.65,RU,overcast clouds
581,Contamana,-7.3333,-75.0167,78.57,74,100,1.68,PE,overcast clouds
582,Berbera,10.4396,45.0143,85.84,72,65,5.73,SO,broken clouds
583,Kroya,-7.6331,109.2461,80.67,77,2,2.98,ID,clear sky
584,Knysna,-34.0363,23.0471,51.96,78,68,7.09,ZA,broken clouds
585,Ubatuba,-23.4339,-45.0711,71.33,65,69,6.02,BR,broken clouds
586,Quang Ngai,15.1167,108.8,84.36,68,59,4.23,VN,broken clouds
587,Kamaishi,39.2667,141.8833,58.69,77,64,6.76,JP,broken clouds
588,Olenino,56.2092,33.4889,39.09,94,3,5.08,RU,clear sky
589,Mogadishu,2.0371,45.3438,79.48,75,10,15.57,SO,clear sky
590,Alihe,50.5667,123.7167,42.64,96,100,13.51,CN,light rain
591,Jasper,37.2001,-94.3502,84.25,51,20,12.66,US,few clouds
592,Santa Vitoria Do Palmar,-33.5189,-53.3681,44.04,81,10,7.99,BR,clear sky
593,Oussouye,12.485,-16.5469,80.78,77,100,6.35,SN,light rain
594,Cap Malheureux,-19.9842,57.6142,75.51,57,2,23.87,MU,clear sky
595,Noumea,-22.2763,166.4572,82.38,99,93,6.87,NC,overcast clouds
596,Grand Gaube,-20.0064,57.6608,73.8,57,4,24.36,MU,clear sky
597,Onguday,50.75,86.15,57.42,66,14,1.23,RU,few clouds
598,Saint Anthony,45.0205,-93.218,81.03,66,0,13.8,US,clear sky
599,Chengde,40.9725,117.9361,68.34,16,5,11.27,CN,clear sky
600,Tiznit,29.5833,-9.5,57.24,82,8,3.18,MA,clear sky
601,Nampula,-15.1165,39.2666,62.55,94,0,4.61,MZ,clear sky
602,Broken Hill,-31.95,141.4333,50.34,70,90,34.29,AU,overcast clouds
603,Theodoriana,39.4356,21.21,55.06,94,35,1.03,GR,scattered clouds
604,Novyy Urengoy,66.0833,76.6333,38.93,67,11,17.22,RU,few clouds
605,Kysyl-Syr,63.8986,122.7617,41.22,93,100,8.52,RU,light rain
606,Shubarkuduk,49.1447,56.4872,64.24,51,0,6.06,KZ,clear sky
607,Mount Vernon,40.9126,-73.8371,73.04,68,20,9.22,US,few clouds
608,Bonthe,7.5264,-12.505,79.38,83,97,5.08,SL,light rain
609,Morondava,-20.2833,44.2833,70.16,80,0,6.08,MG,clear sky
610,Carauari,-4.8828,-66.8958,72.73,96,7,0.89,BR,clear sky
611,Giulvaz,45.5489,20.9844,55.71,91,94,3.67,RO,overcast clouds
612,Praia,14.9215,-23.5087,73.94,68,20,10.36,CV,few clouds
613,Montepuez,-13.1256,38.9997,59.9,97,3,4.07,MZ,clear sky
614,Catuday,16.2923,119.8062,82.96,74,9,10.89,PH,clear sky
615,Tiarei,-17.5333,-149.3333,84.22,67,3,6.89,PF,clear sky
616,Kununurra,-15.7667,128.7333,75.18,64,1,3.44,AU,clear sky
617,Gambo,4.6482,22.2633,67.91,96,98,0.81,CF,overcast clouds
618,Marsh Harbour,26.5412,-77.0636,78.1,80,100,11.97,BS,light rain
619,Comodoro Rivadavia,-45.8667,-67.5,40.86,81,75,10.36,AR,light rain
620,Isiro,2.7739,27.616,66.34,94,100,2.82,CD,overcast clouds
621,Howard Springs,-12.497,131.047,86.88,79,99,4.16,AU,overcast clouds
622,Safaga,26.7292,33.9365,82.22,42,0,8.03,EG,clear sky
623,Belen,36.4891,36.2233,64.54,56,0,2.3,TR,clear sky
624,Innoshima,34.2833,133.1833,67.77,80,100,6.22,JP,overcast clouds
625,Chimbote,-9.0853,-78.5783,62.29,87,20,8.08,PE,few clouds
626,Thinadhoo,0.5333,72.9333,83.14,71,84,11.05,MV,broken clouds
627,Balikpapan,-1.2675,116.8289,76.19,94,20,4.61,ID,few clouds
628,Knin,44.0439,16.2,63.9,95,35,3.56,HR,scattered clouds
629,Axim,4.8699,-2.2405,77.38,88,99,5.44,GH,light rain
630,Shangrao,28.4532,117.9686,76.32,95,100,2.71,CN,heavy intensity rain
631,Lazaro Cardenas,17.9583,-102.2,81.64,71,59,9.69,MX,broken clouds
632,Zadar,44.1197,15.2422,61.41,88,40,5.75,HR,scattered clouds
633,Kefar Shemaryahu,32.1856,34.8219,71.58,79,0,1.48,IL,clear sky
634,Ulladulla,-35.35,150.4667,48.78,54,76,5.84,AU,broken clouds
635,Byron Bay,-28.65,153.6167,63.05,58,100,8.32,AU,light rain
636,Rosarito,32.3333,-117.0333,70.72,74,39,7.83,MX,scattered clouds
637,Sikonge,-5.6333,32.7667,64.38,75,55,2.93,TZ,broken clouds
638,Kangaatsiaq,68.3065,-53.4641,33.03,80,7,7.38,GL,clear sky
639,Charters Towers,-20.1,146.2667,76.05,49,8,12.17,AU,clear sky
640,Manzhouli,49.6,117.4333,52.34,43,28,11.59,CN,scattered clouds
641,Svetlogorsk,52.6333,29.7333,45.57,84,100,6.91,BY,overcast clouds
642,Dakar,14.6937,-17.4441,76.08,88,0,13.8,SN,clear sky
643,Tecoanapa,16.5167,-98.75,80.76,71,100,10.0,MX,overcast clouds
644,Boden,65.8252,21.6886,50.0,95,100,6.6,SE,overcast clouds
645,Sivaki,52.6333,126.75,49.68,87,100,19.08,RU,light rain
646,Mende,44.6667,3.5,36.32,74,5,3.29,FR,clear sky
647,Sangar,63.9242,127.4739,46.22,93,100,5.82,RU,light rain
648,Ratnagiri,16.9833,73.3,81.88,75,2,5.95,IN,clear sky
649,Dali,25.7,100.1833,68.65,66,4,3.09,CN,clear sky
650,Kirpilskaya,45.377,39.6931,59.9,85,2,4.45,RU,clear sky
651,Flinders,-34.5833,150.8552,59.05,67,82,5.99,AU,light rain
652,Diapaga,12.0708,1.7889,81.39,56,78,6.24,BF,broken clouds
653,Kawalu,-7.3817,108.2082,77.59,82,6,2.93,ID,clear sky
654,Port Augusta,-32.5,137.7667,53.17,76,100,33.04,AU,overcast clouds
655,Nemuro,43.3236,145.575,45.3,89,83,19.01,JP,broken clouds
656,Bolgatanga,10.7856,-0.8514,81.46,59,100,8.19,GH,overcast clouds
657,Simpelveld,50.8342,5.9819,48.24,90,75,3.44,NL,broken clouds
658,Takayama,36.1333,137.25,79.66,33,16,3.83,JP,few clouds
659,Lac Du Bonnet,50.2536,-96.0612,61.83,95,100,4.07,CA,overcast clouds
660,Beloha,-25.1667,45.05,62.91,67,0,7.99,MG,clear sky
661,Qasigiannguit,68.8193,-51.1922,35.85,87,2,2.64,GL,clear sky
662,Eydhafushi,5.1033,73.0708,82.27,73,100,15.55,MV,overcast clouds
663,Disna,55.568,28.1971,43.84,96,22,5.48,BY,few clouds
664,Aljezur,37.3191,-8.8033,62.96,75,100,5.73,PT,overcast clouds
665,Constitucion,-35.3333,-72.4167,43.93,64,47,6.17,CL,scattered clouds
666,Edendale,-29.6528,30.3147,51.31,92,56,0.69,ZA,broken clouds
667,Kudahuvadhoo,2.6708,72.8944,82.17,75,100,13.71,MV,heavy intensity rain
668,Khovu-Aksy,51.1333,93.6,57.92,49,40,11.83,RU,scattered clouds
669,Talnakh,69.4865,88.3972,36.21,60,0,1.86,RU,clear sky
670,Shellbrook,53.2168,-106.4011,58.23,78,100,8.1,CA,overcast clouds
671,Ligayan,4.6533,119.4706,82.67,69,100,2.42,PH,overcast clouds
672,Nova Olimpia,-14.7972,-57.2881,80.31,56,95,3.29,BR,overcast clouds
673,Cairns,-16.9167,145.7667,81.1,70,12,4.61,AU,few clouds
674,Susangerd,31.5608,48.1831,84.94,11,0,9.89,IR,clear sky
675,Nova Olinda Do Norte,-3.8881,-59.0942,73.69,98,58,1.99,BR,light rain
676,Coralici,45.0069,15.8719,46.99,99,100,4.0,BA,overcast clouds
677,Ponta Delgada,37.7333,-25.6667,56.5,71,20,6.91,PT,few clouds
678,Kizema,61.113,44.8302,47.68,98,100,5.1,RU,overcast clouds
679,Finschhafen,-6.6024,147.8681,84.16,71,100,8.23,PG,moderate rain
680,Kot Kapura,30.5833,74.9,86.54,35,0,10.83,IN,clear sky
681,Tabatinga,-4.2525,-69.9381,77.09,100,0,0.0,BR,clear sky
682,Sambava,-14.2667,50.1667,71.35,73,50,11.39,MG,scattered clouds
683,Swan Hill,-35.3378,143.5544,51.57,77,100,13.47,AU,overcast clouds
684,Marrakesh,31.6315,-8.0083,62.67,72,40,4.61,MA,scattered clouds
685,El Alto,-4.2714,-81.2147,63.12,84,34,13.53,PE,scattered clouds
686,San Vicente,-26.6167,-54.1333,59.4,100,100,3.42,AR,overcast clouds
687,Dundee,56.5,-2.9667,48.58,84,75,6.91,GB,broken clouds
688,Salinas,36.6777,-121.6555,76.78,56,0,17.27,US,clear sky
689,Raudeberg,61.9875,5.1352,45.27,95,24,7.34,NO,few clouds
690,Tezu,27.9167,96.1667,81.63,63,2,0.81,IN,clear sky
691,Lat Yao,15.751,99.7893,83.14,65,57,2.21,TH,broken clouds
692,Sumbe,-11.2061,13.8437,70.79,87,77,7.81,AO,broken clouds
693,Birao,10.2849,22.7882,79.56,57,15,3.65,CF,few clouds
694,Samarai,-10.6167,150.6667,81.14,65,27,6.2,PG,scattered clouds
695,Sulphur Springs,33.1385,-95.6011,87.75,48,0,12.66,US,clear sky
696,Roma,43.2128,-75.4557,73.54,59,0,8.05,US,clear sky
697,Bundaberg,-24.85,152.35,70.21,81,91,3.0,AU,overcast clouds
698,Ugoofaaru,5.6667,73.0,82.51,73,100,15.88,MV,light rain
699,Ulundi,-28.3352,31.4162,60.67,87,98,9.75,ZA,light rain
700,Mitha Tiwana,32.2486,72.1108,85.01,34,31,8.68,PK,scattered clouds
