City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
674,Susangerd,IR,84.94,clear sky,31.5608,48.1831,دفتر خدمات هوایی وجهانگردی نسیم گستر دشت آزادگان
675,Nova Olinda Do Norte,BR,73.69,light rain,-3.8881,-59.0942,Casa Juazeiro
679,Finschhafen,PG,84.16,moderate rain,-6.6024,147.8681,Cossam Guest House
680,Kot Kapura,IN,86.54,clear sky,30.5833,74.9,Dr. Darshan Lal
681,Tabatinga,BR,77.09,clear sky,-4.2525,-69.9381,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
682,Sambava,MG,71.35,scattered clouds,-14.2667,50.1667,Melrose
688,Salinas,US,76.78,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
690,Tezu,IN,81.63,clear sky,27.9167,96.1667,Circuit House
691,Lat Yao,TH,83.14,broken clouds,15.751,99.7893,โรงแรมสอระ
692,Sumbe,AO,70.79,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
694,Samarai,PG,81.14,scattered clouds,-10.6167,150.6667,Nuli Sapi
695,Sulphur Springs,US,87.75,clear sky,33.1385,-95.6011,Clarion Pointe Sulphur Springs
696,Roma,US,73.54,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
697,Bundaberg,AU,70.21,overcast clouds,-24.85,152.35,Takalvan Motel
698,Ugoofaaru,MV,82.51,light rain,5.6667,73.0,Ungoofaaru Inn
700,Mitha Tiwana,PK,85.01,scattered clouds,32.2486,72.1108,Canal Rest House
702,Kupang,ID,84.02,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
703,Alexandria,EG,73.36,clear sky,31.2156,29.9553,Royal Crown Hotel
705,Shirgaon,IN,83.26,few clouds,19.7,72.7,"Samarth Krupa Farm, Palghar"
707,Bonoua,CI,76.87,overcast clouds,5.2741,-3.595,Hotel Bon Samaritian
709,Namibe,AO,65.84,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
710,Devils Lake,US,78.78,few clouds,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
714,Colares,PT,65.28,overcast clouds,38.7992,-9.4469,Arribas Sintra Hotel
716,Boueni,YT,78.78,clear sky,-12.9025,45.0761,The feet in water
717,Erzin,TR,74.01,clear sky,36.9559,36.2,Artemis Otel
718,Bushehr,IR,71.69,clear sky,28.9684,50.8385,Yas Hotel
